in s,C2 in V
7.59998720E-02,6.8643763E-01
7.60001760E-02,6.8619654E-01
7.60004800E-02,6.8300211E-01
7.60007840E-02,6.8456919E-01
7.60010880E-02,6.8360483E-01
7.60013920E-02,6.8481028E-01
7.60016960E-02,6.8372538E-01
7.60020000E-02,6.8348429E-01
7.60023040E-02,6.8276102E-01
7.60026080E-02,6.8258020E-01
7.60029120E-02,6.8487055E-01
7.60032160E-02,6.8336374E-01
7.60035200E-02,6.8348429E-01
7.60038240E-02,6.8740198E-01
7.60041280E-02,6.8770334E-01
7.60044320E-02,6.8933069E-01
7.60047360E-02,6.8740198E-01
7.60050400E-02,6.8649790E-01
7.60053440E-02,6.8655817E-01
7.60056480E-02,6.8698008E-01
7.60059520E-02,6.8679926E-01
7.60062560E-02,6.8746225E-01
7.60065600E-02,6.8607599E-01
7.60068640E-02,6.8577463E-01
7.60071680E-02,6.8625681E-01
7.60074720E-02,6.8487055E-01
7.60077760E-02,6.8589518E-01
7.60080800E-02,6.8746225E-01
7.60083840E-02,6.8426783E-01
7.60086880E-02,6.8432810E-01
7.60089920E-02,6.8685953E-01
7.60092960E-02,6.8511164E-01
7.60096000E-02,6.8402674E-01
7.60099040E-02,6.8444864E-01
7.60102080E-02,6.8450891E-01
7.60105120E-02,6.8354456E-01
7.60108160E-02,6.8613626E-01
7.60111200E-02,6.8541300E-01
7.60114240E-02,6.8523218E-01
7.60117280E-02,6.8342401E-01
7.60120320E-02,6.8402674E-01
7.60123360E-02,6.8547327E-01
7.60126400E-02,6.8432810E-01
7.60129440E-02,6.8450891E-01
7.60132480E-02,6.8438837E-01
7.60135520E-02,6.8535273E-01
7.60138560E-02,6.8366510E-01
7.60141600E-02,6.8378565E-01
7.60144640E-02,6.8740198E-01
7.60147680E-02,6.8607599E-01
7.60150720E-02,6.8740198E-01
7.60153760E-02,6.8655817E-01
7.60156800E-02,6.8589518E-01
7.60159840E-02,6.8577463E-01
7.60162880E-02,6.8553354E-01
7.60165920E-02,6.8360483E-01
7.60168960E-02,6.8221857E-01
7.60172000E-02,6.8324320E-01
7.60175040E-02,6.8245966E-01
7.60178080E-02,6.8517191E-01
7.60181120E-02,6.8505136E-01
7.60184160E-02,6.8215830E-01
7.60187200E-02,6.8318293E-01
7.60190240E-02,6.8276102E-01
7.60193280E-02,6.8366510E-01
7.60196320E-02,6.8312265E-01
7.60199360E-02,6.8517191E-01
7.60202400E-02,6.8535273E-01
7.60205440E-02,6.8499109E-01
7.60208480E-02,6.8456919E-01
7.60211520E-02,6.8493082E-01
7.60214560E-02,6.8450891E-01
7.60217600E-02,6.8481028E-01
7.60220640E-02,6.8728144E-01
7.60223680E-02,6.8553354E-01
7.60226720E-02,6.8511164E-01
7.60229760E-02,6.8673899E-01
7.60232800E-02,6.8770334E-01
7.60235840E-02,6.8691980E-01
7.60238880E-02,6.8619654E-01
7.60241920E-02,6.8378565E-01
7.60244960E-02,6.8661844E-01
7.60248000E-02,6.8438837E-01
7.60251040E-02,6.8468973E-01
7.60254080E-02,6.8475000E-01
7.60257120E-02,6.8577463E-01
7.60260160E-02,6.8577463E-01
7.60263200E-02,6.8517191E-01
7.60266240E-02,6.8372538E-01
7.60269280E-02,6.8288156E-01
7.60272320E-02,6.8673899E-01
7.60275360E-02,6.8571436E-01
7.60278400E-02,6.8710062E-01
7.60281440E-02,6.8704035E-01
7.60284480E-02,6.8734171E-01
7.60287520E-02,6.8806497E-01
7.60290560E-02,6.8691980E-01
7.60293600E-02,6.8673899E-01
7.60296640E-02,6.8704035E-01
7.60299680E-02,6.8661844E-01
7.60302720E-02,6.8571436E-01
7.60305760E-02,6.8637735E-01
7.60308800E-02,6.8673899E-01
7.60311840E-02,6.8752253E-01
7.60314880E-02,6.8824579E-01
7.60317920E-02,6.8607599E-01
7.60320960E-02,6.8475000E-01
7.60324000E-02,6.8547327E-01
7.60327040E-02,6.8517191E-01
7.60330080E-02,6.8456919E-01
7.60333120E-02,6.8547327E-01
7.60336160E-02,6.8607599E-01
7.60339200E-02,6.8704035E-01
7.60342240E-02,6.8475000E-01
7.60345280E-02,6.8529245E-01
7.60348320E-02,6.8475000E-01
7.60351360E-02,6.8589518E-01
7.60354400E-02,6.8541300E-01
7.60357440E-02,6.8601572E-01
7.60360480E-02,6.8565409E-01
7.60363520E-02,6.8499109E-01
7.60366560E-02,6.8595545E-01
7.60369600E-02,6.8420755E-01
7.60372640E-02,6.8420755E-01
7.60375680E-02,6.8402674E-01
7.60378720E-02,6.8613626E-01
7.60381760E-02,6.8673899E-01
7.60384800E-02,6.8553354E-01
7.60387840E-02,6.8782389E-01
7.60390880E-02,6.8661844E-01
7.60393920E-02,6.8691980E-01
7.60396960E-02,6.8655817E-01
7.60400000E-02,6.8571436E-01
7.60403040E-02,6.8517191E-01
7.60406080E-02,6.8559381E-01
7.60409120E-02,6.8432810E-01
7.60412160E-02,6.8673899E-01
7.60415200E-02,6.8559381E-01
7.60418240E-02,6.8577463E-01
7.60421280E-02,6.8607599E-01
7.60424320E-02,6.8547327E-01
7.60427360E-02,6.8444864E-01
7.60430400E-02,6.8450891E-01
7.60433440E-02,6.8384592E-01
7.60436480E-02,6.8396646E-01
7.60439520E-02,6.8710062E-01
7.60442560E-02,6.8547327E-01
7.60445600E-02,6.8559381E-01
7.60448640E-02,6.8535273E-01
7.60451680E-02,6.8450891E-01
7.60454720E-02,6.8529245E-01
7.60457760E-02,6.8487055E-01
7.60460800E-02,6.8468973E-01
7.60463840E-02,6.8342401E-01
7.60466880E-02,6.8637735E-01
7.60469920E-02,6.8511164E-01
7.60472960E-02,6.8740198E-01
7.60476000E-02,6.8462946E-01
7.60479040E-02,6.8625681E-01
7.60482080E-02,6.8649790E-01
7.60485120E-02,6.8511164E-01
7.60488160E-02,6.8450891E-01
7.60491200E-02,6.8589518E-01
7.60494240E-02,6.8607599E-01
7.60497280E-02,6.8565409E-01
7.60500320E-02,6.8444864E-01
7.60503360E-02,6.8559381E-01
7.60506400E-02,6.8529245E-01
7.60509440E-02,6.8511164E-01
7.60512480E-02,6.8366510E-01
7.60515520E-02,6.8734171E-01
7.60518560E-02,6.8565409E-01
7.60521600E-02,6.8414728E-01
7.60524640E-02,6.8450891E-01
7.60527680E-02,6.8450891E-01
7.60530720E-02,6.8499109E-01
7.60533760E-02,6.8529245E-01
7.60536800E-02,6.8607599E-01
7.60539840E-02,6.8529245E-01
7.60542880E-02,6.8541300E-01
7.60545920E-02,6.8589518E-01
7.60548960E-02,6.8384592E-01
7.60552000E-02,6.8438837E-01
7.60555040E-02,6.8547327E-01
7.60558080E-02,6.8258020E-01
7.60561120E-02,6.8631708E-01
7.60564160E-02,6.8673899E-01
7.60567200E-02,6.8655817E-01
7.60570240E-02,6.8559381E-01
7.60573280E-02,6.8691980E-01
7.60576320E-02,6.8643763E-01
7.60579360E-02,6.8372538E-01
7.60582400E-02,6.8535273E-01
7.60585440E-02,6.8607599E-01
7.60588480E-02,6.8679926E-01
7.60591520E-02,6.8746225E-01
7.60594560E-02,6.8860742E-01
7.60597600E-02,6.8752253E-01
7.60600640E-02,6.8800470E-01
7.60603680E-02,6.8722116E-01
7.60606720E-02,6.8770334E-01
7.60609760E-02,6.8908960E-01
7.60612800E-02,6.8673899E-01
7.60615840E-02,6.8740198E-01
7.60618880E-02,6.8643763E-01
7.60621920E-02,6.8848688E-01
7.60624960E-02,6.8637735E-01
7.60628000E-02,6.8782389E-01
7.60631040E-02,6.8685953E-01
7.60634080E-02,6.8788416E-01
7.60637120E-02,6.8746225E-01
7.60640160E-02,6.8890879E-01
7.60643200E-02,6.8896906E-01
7.60646240E-02,6.8878824E-01
7.60649280E-02,6.9240457E-01
7.60652320E-02,6.8896906E-01
7.60655360E-02,6.8806497E-01
7.60658400E-02,6.8782389E-01
7.60661440E-02,6.8571436E-01
7.60664480E-02,6.8806497E-01
7.60667520E-02,6.8661844E-01
7.60670560E-02,6.8637735E-01
7.60673600E-02,6.8902933E-01
7.60676640E-02,6.8770334E-01
7.60679680E-02,6.8884851E-01
7.60682720E-02,6.8866770E-01
7.60685760E-02,6.9144022E-01
7.60688800E-02,6.8963205E-01
7.60691840E-02,6.9113886E-01
7.60694880E-02,6.9023477E-01
7.60697920E-02,6.8945124E-01
7.60700960E-02,6.8999369E-01
7.60704000E-02,6.8818552E-01
7.60707040E-02,6.8679926E-01
7.60710080E-02,6.8860742E-01
7.60713120E-02,6.8975260E-01
7.60716160E-02,6.8890879E-01
7.60719200E-02,6.8770334E-01
7.60722240E-02,6.8655817E-01
7.60725280E-02,6.8643763E-01
7.60728320E-02,6.8475000E-01
7.60731360E-02,6.8734171E-01
7.60734400E-02,6.8607599E-01
7.60737440E-02,6.8740198E-01
7.60740480E-02,6.8716089E-01
7.60743520E-02,6.8770334E-01
7.60746560E-02,6.8740198E-01
7.60749600E-02,6.8698008E-01
7.60752640E-02,6.8716089E-01
