in s,C2 in V
2.84497766E-01,2.8922527E+00
2.84498227E-01,2.8941212E+00
2.84498688E-01,2.8932774E+00
2.84499149E-01,2.8946636E+00
2.84499610E-01,2.8958691E+00
2.84500070E-01,2.8958088E+00
2.84500531E-01,2.8955074E+00
2.84500992E-01,2.8966526E+00
2.84501453E-01,2.8971348E+00
2.84501914E-01,2.8964115E+00
2.84502374E-01,2.8952663E+00
2.84502835E-01,2.8964115E+00
2.84503296E-01,2.8950855E+00
2.84503757E-01,2.8959896E+00
2.84504218E-01,2.8979786E+00
2.84504678E-01,2.8973156E+00
2.84505139E-01,2.8968937E+00
2.84505600E-01,2.8976170E+00
2.84506061E-01,2.8995457E+00
2.84506522E-01,2.8977978E+00
2.84506982E-01,2.8977978E+00
2.84507443E-01,2.8971951E+00
2.84507904E-01,2.8991840E+00
2.84508365E-01,2.8967731E+00
2.84508826E-01,2.8996059E+00
2.84509286E-01,2.8990635E+00
2.84509747E-01,2.8988827E+00
2.84510208E-01,2.9000881E+00
2.84510669E-01,2.9013538E+00
2.84511130E-01,2.9006306E+00
2.84511590E-01,2.9018963E+00
2.84512051E-01,2.9010525E+00
2.84512512E-01,2.9021374E+00
2.84512973E-01,2.8993046E+00
2.84513434E-01,2.9031017E+00
2.84513894E-01,2.9035839E+00
2.84514355E-01,2.8998470E+00
2.84514816E-01,2.9021976E+00
2.84515277E-01,2.9046688E+00
2.84515738E-01,2.9022579E+00
2.84516198E-01,2.9035839E+00
2.84516659E-01,2.9039455E+00
2.84517120E-01,2.9012936E+00
2.84517581E-01,2.9024990E+00
2.84518042E-01,2.9027401E+00
2.84518502E-01,2.9034031E+00
2.84518963E-01,2.9023182E+00
2.84519424E-01,2.9044277E+00
2.84519885E-01,2.9042469E+00
2.84520346E-01,2.9038853E+00
2.84520806E-01,2.9041264E+00
2.84521267E-01,2.9046688E+00
2.84521728E-01,2.9046688E+00
2.84522189E-01,2.9050304E+00
2.84522650E-01,2.9056332E+00
2.84523110E-01,2.9065975E+00
2.84523571E-01,2.9047894E+00
2.84524032E-01,2.9060551E+00
2.84524493E-01,2.9056934E+00
2.84524954E-01,2.9054523E+00
2.84525414E-01,2.9062359E+00
2.84525875E-01,2.9052715E+00
2.84526336E-01,2.9043072E+00
2.84526797E-01,2.9063564E+00
2.84527258E-01,2.9072002E+00
2.84527718E-01,2.9091892E+00
2.84528179E-01,2.9076221E+00
2.84528640E-01,2.9058743E+00
2.84529101E-01,2.9070797E+00
2.84529562E-01,2.9082249E+00
2.84530022E-01,2.9070797E+00
2.84530483E-01,2.9056332E+00
2.84530944E-01,2.9064770E+00
2.84531405E-01,2.9082249E+00
2.84531866E-01,2.9085262E+00
2.84532326E-01,2.9081043E+00
2.84532787E-01,2.9092495E+00
2.84533248E-01,2.9079838E+00
2.84533709E-01,2.9090084E+00
2.84534170E-01,2.9089481E+00
2.84534630E-01,2.9075619E+00
2.84535091E-01,2.9064167E+00
2.84535552E-01,2.9070194E+00
2.84536013E-01,2.9086468E+00
2.84536474E-01,2.9098522E+00
2.84536934E-01,2.9095509E+00
2.84537395E-01,2.9091290E+00
2.84537856E-01,2.9098522E+00
2.84538317E-01,2.9100330E+00
2.84538778E-01,2.9102139E+00
2.84539238E-01,2.9102741E+00
2.84539699E-01,2.9093098E+00
2.84540160E-01,2.9091290E+00
2.84540621E-01,2.9102139E+00
2.84541082E-01,2.9108768E+00
2.84541542E-01,2.9113590E+00
2.84542003E-01,2.9088276E+00
2.84542464E-01,2.9098522E+00
2.84542925E-01,2.9129261E+00
2.84543386E-01,2.9112385E+00
2.84543846E-01,2.9119015E+00
2.84544307E-01,2.9124439E+00
2.84544768E-01,2.9153973E+00
2.84545229E-01,2.9125042E+00
2.84545690E-01,2.9118412E+00
2.84546150E-01,2.9131069E+00
2.84546611E-01,2.9138302E+00
2.84547072E-01,2.9129261E+00
2.84547533E-01,2.9130466E+00
2.84547994E-01,2.9126850E+00
2.84548454E-01,2.9132275E+00
2.84548915E-01,2.9135891E+00
2.84549376E-01,2.9147343E+00
2.84549837E-01,2.9132877E+00
2.84550298E-01,2.9143124E+00
2.84550758E-01,2.9152164E+00
2.84551219E-01,2.9146137E+00
2.84551680E-01,2.9135288E+00
2.84552141E-01,2.9131672E+00
2.84552602E-01,2.9138905E+00
2.84553062E-01,2.9129864E+00
2.84553523E-01,2.9132877E+00
2.84553984E-01,2.9160000E+00
2.84554445E-01,2.9129261E+00
2.84554906E-01,2.9136494E+00
2.84555366E-01,2.9134083E+00
2.84555827E-01,2.9128658E+00
2.84556288E-01,2.9147343E+00
2.84556749E-01,2.9150959E+00
2.84557210E-01,2.9172657E+00
2.84557670E-01,2.9191341E+00
2.84558131E-01,2.9174465E+00
2.84558592E-01,2.9179890E+00
2.84559053E-01,2.9186520E+00
2.84559514E-01,2.9175671E+00
2.84559974E-01,2.9188328E+00
2.84560435E-01,2.9176876E+00
2.84560896E-01,2.9167233E+00
2.84561357E-01,2.9162411E+00
2.84561818E-01,2.9161808E+00
2.84562278E-01,2.9181095E+00
2.84562739E-01,2.9190136E+00
2.84563200E-01,2.9191341E+00
2.84563661E-01,2.9189533E+00
2.84564122E-01,2.9215450E+00
2.84564582E-01,2.9182301E+00
2.84565043E-01,2.9211834E+00
2.84565504E-01,2.9196163E+00
2.84565965E-01,2.9181698E+00
2.84566426E-01,2.9199177E+00
2.84566886E-01,2.9205807E+00
2.84567347E-01,2.9205204E+00
2.84567808E-01,2.9222683E+00
2.84568269E-01,2.9226299E+00
2.84568730E-01,2.9208218E+00
2.84569190E-01,2.9197369E+00
2.84569651E-01,2.9205204E+00
2.84570112E-01,2.9210629E+00
2.84570573E-01,2.9207012E+00
2.84571034E-01,2.9187122E+00
2.84571494E-01,2.9190136E+00
2.84571955E-01,2.9198574E+00
2.84572416E-01,2.9216053E+00
2.84572877E-01,2.9224491E+00
2.84573338E-01,2.9221478E+00
2.84573798E-01,2.9238956E+00
2.84574259E-01,2.9254627E+00
2.84574720E-01,2.9244984E+00
2.84575181E-01,2.9254627E+00
2.84575642E-01,2.9249203E+00
2.84576102E-01,2.9240765E+00
2.84576563E-01,2.9237751E+00
2.84577024E-01,2.9228710E+00
2.84577485E-01,2.9234737E+00
2.84577946E-01,2.9251614E+00
2.84578406E-01,2.9229916E+00
2.84578867E-01,2.9241367E+00
2.84579328E-01,2.9268490E+00
2.84579789E-01,2.9256435E+00
2.84580250E-01,2.9257038E+00
2.84580710E-01,2.9269093E+00
2.84581171E-01,2.9254627E+00
2.84581632E-01,2.9273312E+00
2.84582093E-01,2.9283558E+00
2.84582554E-01,2.9288380E+00
2.84583014E-01,2.9259449E+00
2.84583475E-01,2.9252819E+00
2.84583936E-01,2.9257641E+00
2.84584397E-01,2.9270298E+00
2.84584858E-01,2.9283558E+00
2.84585318E-01,2.9290791E+00
2.84585779E-01,2.9293804E+00
2.84586240E-01,2.9276928E+00
2.84586701E-01,2.9298023E+00
2.84587162E-01,2.9291996E+00
2.84587622E-01,2.9299229E+00
2.84588083E-01,2.9302845E+00
2.84588544E-01,2.9296818E+00
2.84589005E-01,2.9291996E+00
2.84589466E-01,2.9293201E+00
2.84589926E-01,2.9294407E+00
2.84590387E-01,2.9298023E+00
2.84590848E-01,2.9264271E+00
2.84591309E-01,2.9307064E+00
2.84591770E-01,2.9317310E+00
2.84592230E-01,2.9321529E+00
2.84592691E-01,2.9322735E+00
2.84593152E-01,2.9308270E+00
2.84593613E-01,2.9314297E+00
2.84594074E-01,2.9308270E+00
2.84594534E-01,2.9298023E+00
2.84594995E-01,2.9308270E+00
2.84595456E-01,2.9317913E+00
2.84595917E-01,2.9304050E+00
2.84596378E-01,2.9329365E+00
2.84596838E-01,2.9340816E+00
2.84597299E-01,2.9329967E+00
2.84597760E-01,2.9328762E+00
2.84598221E-01,2.9317913E+00
2.84598682E-01,2.9323940E+00
2.84599142E-01,2.9343227E+00
2.84599603E-01,2.9349255E+00
2.84600064E-01,2.9354679E+00
2.84600525E-01,2.9348049E+00
2.84600986E-01,2.9359501E+00
2.84601446E-01,2.9356487E+00
2.84601907E-01,2.9357693E+00
2.84602368E-01,2.9381199E+00
2.84602829E-01,2.9361309E+00
2.84603290E-01,2.9360706E+00
2.84603750E-01,2.9374569E+00
2.84604211E-01,2.9374569E+00
2.84604672E-01,2.9361309E+00
2.84605133E-01,2.9377583E+00
2.84605594E-01,2.9371555E+00
2.84606054E-01,2.9399281E+00
2.84606515E-01,2.9385418E+00
2.84606976E-01,2.9378788E+00
2.84607437E-01,2.9380596E+00
2.84607898E-01,2.9378185E+00
2.84608358E-01,2.9360706E+00
2.84608819E-01,2.9366131E+00
2.84609280E-01,2.9376377E+00
2.84609741E-01,2.9379391E+00
2.84610202E-01,2.9387226E+00
2.84610662E-01,2.9392048E+00
2.84611123E-01,2.9421581E+00
2.84611584E-01,2.9401691E+00
2.84612045E-01,2.9417362E+00
2.84612506E-01,2.9399281E+00
2.84612966E-01,2.9402897E+00
2.84613427E-01,2.9419773E+00
2.84613888E-01,2.9408321E+00
2.84614349E-01,2.9404102E+00
2.84614810E-01,2.9414349E+00
2.84615270E-01,2.9404102E+00
2.84615731E-01,2.9400486E+00
2.84616192E-01,2.9427608E+00
2.84616653E-01,2.9449306E+00
2.84617114E-01,2.9439663E+00
2.84617574E-01,2.9430622E+00
2.84618035E-01,2.9457142E+00
2.84618496E-01,2.9455334E+00
2.84618957E-01,2.9466183E+00
2.84619418E-01,2.9451115E+00
2.84619878E-01,2.9457142E+00
2.84620339E-01,2.9453526E+00
2.84620800E-01,2.9444485E+00
2.84621261E-01,2.9461361E+00
2.84621722E-01,2.9457745E+00
2.84622182E-01,2.9449909E+00
2.84622643E-01,2.9480045E+00
2.84623104E-01,2.9496922E+00
2.84623565E-01,2.9464977E+00
2.84624026E-01,2.9471607E+00
2.84624486E-01,2.9487881E+00
2.84624947E-01,2.9458950E+00
2.84625408E-01,2.9451115E+00
2.84625869E-01,2.9463772E+00
2.84626330E-01,2.9484867E+00
2.84626790E-01,2.9489689E+00
2.84627251E-01,2.9478237E+00
2.84627712E-01,2.9513195E+00
2.84628173E-01,2.9530674E+00
2.84628634E-01,2.9523441E+00
2.84629094E-01,2.9514400E+00
2.84629555E-01,2.9499332E+00
2.84630016E-01,2.9531879E+00
2.84630477E-01,2.9520428E+00
2.84630938E-01,2.9548756E+00
2.84631398E-01,2.9532482E+00
2.84631859E-01,2.9525852E+00
2.84632320E-01,2.9534893E+00
2.84632781E-01,2.9541523E+00
2.84633242E-01,2.9558399E+00
2.84633702E-01,2.9550564E+00
2.84634163E-01,2.9546345E+00
2.84634624E-01,2.9549358E+00
2.84635085E-01,2.9554783E+00
2.84635546E-01,2.9543331E+00
2.84636006E-01,2.9565632E+00
2.84636467E-01,2.9568043E+00
2.84636928E-01,2.9552975E+00
2.84637389E-01,2.9539112E+00
2.84637850E-01,2.9568645E+00
2.84638310E-01,2.9579494E+00
2.84638771E-01,2.9572865E+00
2.84639232E-01,2.9563824E+00
2.84639693E-01,2.9571056E+00
2.84640154E-01,2.9569248E+00
2.84640614E-01,2.9579494E+00
2.84641075E-01,2.9582508E+00
2.84641536E-01,2.9586124E+00
2.84641997E-01,2.9567440E+00
2.84642458E-01,2.9581303E+00
2.84642918E-01,2.9604809E+00
2.84643379E-01,2.9574070E+00
2.84643840E-01,2.9585522E+00
2.84644301E-01,2.9580700E+00
2.84644762E-01,2.9587933E+00
2.84645222E-01,2.9598179E+00
2.84645683E-01,2.9598782E+00
2.84646144E-01,2.9596973E+00
2.84646605E-01,2.9603603E+00
2.84647066E-01,2.9586124E+00
2.84647526E-01,2.9599987E+00
2.84647987E-01,2.9618069E+00
2.84648448E-01,2.9610836E+00
2.84648909E-01,2.9609631E+00
2.84649370E-01,2.9631931E+00
2.84649830E-01,2.9624699E+00
2.84650291E-01,2.9622288E+00
2.84650752E-01,2.9642178E+00
2.84651213E-01,2.9630726E+00
2.84651674E-01,2.9639767E+00
2.84652134E-01,2.9647602E+00
2.84652595E-01,2.9639767E+00
2.84653056E-01,2.9670506E+00
2.84653517E-01,2.9658451E+00
2.84653978E-01,2.9641575E+00
2.84654438E-01,2.9651821E+00
2.84654899E-01,2.9663876E+00
2.84655360E-01,2.9655437E+00
2.84655821E-01,2.9659657E+00
2.84656282E-01,2.9654232E+00
2.84656742E-01,2.9678944E+00
2.84657203E-01,2.9660862E+00
2.84657664E-01,2.9667492E+00
2.84658125E-01,2.9660259E+00
2.84658586E-01,2.9668095E+00
2.84659046E-01,2.9658451E+00
2.84659507E-01,2.9671108E+00
2.84659968E-01,2.9663876E+00
2.84660429E-01,2.9665684E+00
2.84660890E-01,2.9671108E+00
2.84661350E-01,2.9668095E+00
2.84661811E-01,2.9648205E+00
2.84662272E-01,2.9668095E+00
2.84662733E-01,2.9672916E+00
2.84663194E-01,2.9702450E+00
2.84663654E-01,2.9699436E+00
2.84664115E-01,2.9718121E+00
2.84664576E-01,2.9696423E+00
2.84665037E-01,2.9706669E+00
2.84665498E-01,2.9721134E+00
2.84665958E-01,2.9706066E+00
2.84666419E-01,2.9697628E+00
2.84666880E-01,2.9703053E+00
2.84667341E-01,2.9701244E+00
2.84667802E-01,2.9703053E+00
2.84668262E-01,2.9692806E+00
2.84668723E-01,2.9696423E+00
2.84669184E-01,2.9721134E+00
2.84669645E-01,2.9710888E+00
2.84670106E-01,2.9707874E+00
2.84670566E-01,2.9733791E+00
2.84671027E-01,2.9737408E+00
2.84671488E-01,2.9739216E+00
2.84671949E-01,2.9743435E+00
2.84672410E-01,2.9723545E+00
2.84672870E-01,2.9736202E+00
2.84673331E-01,2.9730778E+00
2.84673792E-01,2.9756695E+00
2.84674253E-01,2.9759106E+00
2.84674714E-01,2.9751270E+00
2.84675174E-01,2.9769352E+00
2.84675635E-01,2.9765736E+00
2.84676096E-01,2.9760311E+00
2.84676557E-01,2.9769955E+00
2.84677018E-01,2.9766941E+00
2.84677478E-01,2.9747654E+00
2.84677939E-01,2.9755489E+00
2.84678400E-01,2.9757298E+00
2.84678861E-01,2.9745846E+00
2.84679322E-01,2.9750065E+00
2.84679782E-01,2.9776585E+00
2.84680243E-01,2.9785625E+00
2.84680704E-01,2.9774776E+00
2.84681165E-01,2.9785023E+00
2.84681626E-01,2.9757900E+00
2.84682086E-01,2.9785023E+00
2.84682547E-01,2.9785023E+00
2.84683008E-01,2.9763927E+00
2.84683469E-01,2.9789845E+00
2.84683930E-01,2.9781406E+00
2.84684390E-01,2.9774776E+00
2.84684851E-01,2.9780804E+00
2.84685312E-01,2.9798283E+00
2.84685773E-01,2.9808529E+00
2.84686234E-01,2.9794666E+00
2.84686694E-01,2.9800091E+00
2.84687155E-01,2.9791050E+00
2.84687616E-01,2.9799488E+00
2.84688077E-01,2.9801899E+00
2.84688538E-01,2.9788639E+00
2.84688998E-01,2.9802502E+00
2.84689459E-01,2.9789242E+00
2.84689920E-01,2.9796474E+00
2.84690381E-01,2.9819981E+00
2.84690842E-01,2.9817570E+00
2.84691302E-01,2.9819378E+00
2.84691763E-01,2.9840473E+00
2.84692224E-01,2.9820583E+00
2.84692685E-01,2.9825405E+00
2.84693146E-01,2.9827213E+00
2.84693606E-01,2.9841679E+00
2.84694067E-01,2.9857952E+00
2.84694528E-01,2.9823597E+00
2.84694989E-01,2.9821789E+00
2.84695450E-01,2.9850719E+00
2.84695910E-01,2.9854939E+00
2.84696371E-01,2.9840473E+00
2.84696832E-01,2.9856144E+00
2.84697293E-01,2.9851925E+00
2.84697754E-01,2.9863979E+00
2.84698214E-01,2.9876034E+00
2.84698675E-01,2.9871815E+00
2.84699136E-01,2.9889896E+00
2.84699597E-01,2.9875431E+00
2.84700058E-01,2.9876637E+00
2.84700518E-01,2.9853130E+00
2.84700979E-01,2.9855541E+00
2.84701440E-01,2.9859158E+00
2.84701901E-01,2.9886883E+00
2.84702362E-01,2.9876637E+00
2.84702822E-01,2.9861568E+00
2.84703283E-01,2.9862774E+00
2.84703744E-01,2.9872417E+00
2.84704205E-01,2.9873623E+00
2.84704666E-01,2.9871815E+00
2.84705126E-01,2.9873623E+00
2.84705587E-01,2.9887486E+00
2.84706048E-01,2.9900143E+00
2.84706509E-01,2.9905567E+00
2.84706970E-01,2.9912800E+00
2.84707430E-01,2.9909786E+00
2.84707891E-01,2.9913403E+00
2.84708352E-01,2.9921238E+00
2.84708813E-01,2.9924854E+00
2.84709274E-01,2.9914608E+00
2.84709734E-01,2.9930279E+00
2.84710195E-01,2.9920033E+00
2.84710656E-01,2.9919430E+00
2.84711117E-01,2.9921238E+00
2.84711578E-01,2.9927265E+00
2.84712038E-01,2.9931484E+00
2.84712499E-01,2.9942333E+00
2.84712960E-01,2.9927265E+00
2.84713421E-01,2.9911594E+00
2.84713882E-01,2.9920033E+00
2.84714342E-01,2.9924854E+00
2.84714803E-01,2.9915211E+00
2.84715264E-01,2.9945950E+00
2.84715725E-01,2.9920635E+00
2.84716186E-01,2.9962223E+00
2.84716646E-01,2.9933292E+00
2.84717107E-01,2.9954990E+00
2.84717568E-01,2.9947758E+00
2.84718029E-01,2.9971867E+00
2.84718490E-01,2.9953785E+00
2.84718950E-01,2.9949566E+00
2.84719411E-01,2.9954990E+00
2.84719872E-01,2.9977894E+00
2.84720333E-01,2.9979702E+00
2.84720794E-01,2.9975483E+00
2.84721254E-01,2.9970661E+00
2.84721715E-01,2.9985729E+00
2.84722176E-01,2.9989346E+00
2.84722637E-01,2.9977894E+00
2.84723098E-01,3.0004414E+00
2.84723558E-01,3.0001400E+00
2.84724019E-01,2.9992359E+00
2.84724480E-01,3.0001400E+00
2.84724941E-01,2.9995373E+00
2.84725402E-01,2.9999592E+00
2.84725862E-01,2.9992359E+00
2.84726323E-01,3.0002003E+00
2.84726784E-01,3.0014660E+00
2.84727245E-01,3.0024906E+00
2.84727706E-01,2.9995373E+00
2.84728166E-01,3.0003811E+00
2.84728627E-01,3.0005016E+00
2.84729088E-01,3.0018276E+00
2.84729549E-01,3.0015865E+00
2.84730010E-01,3.0006824E+00
2.84730470E-01,3.0023701E+00
2.84730931E-01,3.0010441E+00
2.84731392E-01,3.0001400E+00
2.84731853E-01,3.0026112E+00
2.84732314E-01,3.0003811E+00
2.84732774E-01,3.0018879E+00
2.84733235E-01,3.0028522E+00
2.84733696E-01,3.0055645E+00
2.84734157E-01,3.0031536E+00
2.84734618E-01,3.0029728E+00
2.84735078E-01,3.0020084E+00
2.84735539E-01,3.0048412E+00
2.84736000E-01,3.0046001E+00
2.84736461E-01,3.0051426E+00
2.84736922E-01,3.0060467E+00
2.84737382E-01,3.0047810E+00
2.84737843E-01,3.0062878E+00
2.84738304E-01,3.0057453E+00
2.84738765E-01,3.0070110E+00
2.84739226E-01,3.0045399E+00
2.84739686E-01,3.0062878E+00
2.84740147E-01,3.0085781E+00
2.84740608E-01,3.0082165E+00
2.84741069E-01,3.0059864E+00
2.84741530E-01,3.0080357E+00
2.84741990E-01,3.0080959E+00
2.84742451E-01,3.0075535E+00
2.84742912E-01,3.0067097E+00
2.84743373E-01,3.0079754E+00
2.84743834E-01,3.0086384E+00
2.84744294E-01,3.0059261E+00
2.84744755E-01,3.0063480E+00
2.84745216E-01,3.0068905E+00
2.84745677E-01,3.0066494E+00
2.84746138E-01,3.0076138E+00
2.84746598E-01,3.0077343E+00
2.84747059E-01,3.0097836E+00
2.84747520E-01,3.0093014E+00
2.84747981E-01,3.0108685E+00
2.84748442E-01,3.0089397E+00
2.84748902E-01,3.0091808E+00
2.84749363E-01,3.0093616E+00
2.84749824E-01,3.0091206E+00
2.84750285E-01,3.0094822E+00
2.84750746E-01,3.0104465E+00
2.84751206E-01,3.0099644E+00
2.84751667E-01,3.0124355E+00
2.84752128E-01,3.0103260E+00
2.84752589E-01,3.0110493E+00
2.84753050E-01,3.0102657E+00
2.84753510E-01,3.0100246E+00
2.84753971E-01,3.0111095E+00
2.84754432E-01,3.0106274E+00
2.84754893E-01,3.0096630E+00
2.84755354E-01,3.0091206E+00
2.84755814E-01,3.0102055E+00
2.84756275E-01,3.0104465E+00
2.84756736E-01,3.0115314E+00
2.84757197E-01,3.0125561E+00
